# CBO's own STATUTORY TAX PARAMETER SCHEDULE, by calendar year, by vintage.
#
# Generated by scripts/fetch_cbo_tax_parameters.py. Do not hand-edit: rerun the
# script, which verifies each source file's SHA-256 against a pinned commit and
# re-checks the statutory identities before writing anything.
#
# Source of record: https://github.com/US-CBO/cbo-data at commit 284a95665f9f2f74ed1f482feb629b43fce323da (2026-06-12),
# file data/budget/tax_parameters/annual_cy_<edition>.csv, one edition per
# vintage. CBO publication 53724, "Tax Parameters and Effective Marginal Tax
# Rates". Public domain (17 U.S.C. 105).
#
# Transcribed VERBATIM - every variable CBO publishes, not a subset - so that
# the relationship between this file and the upstream one is checkable rather
# than asserted. Most of these series are wired to nothing today; see
# fiscal_model/cbo_tax_parameters.py for what reads which.
#
# Per-vintage provenance, including which vintages are an exact edition match
# and which are not, is in PROVENANCE.csv beside this file.
vintage,calendar_year,variable,value
cbo_jan_2025,2028,tp_eitc_phaseout_single_0,11290.0
cbo_jan_2025,2029,tp_eitc_phaseout_single_0,11520.0
cbo_jan_2025,2030,tp_eitc_phaseout_single_0,11740.0
cbo_jan_2025,2031,tp_eitc_phaseout_single_0,11980.0
cbo_jan_2025,2032,tp_eitc_phaseout_single_0,12210.0
cbo_jan_2025,2033,tp_eitc_phaseout_single_0,12460.0
cbo_jan_2025,2034,tp_eitc_phaseout_single_0,12700.0
cbo_jan_2025,2035,tp_eitc_phaseout_single_0,12960.0
cbo_jan_2025,2022,tp_eitc_phaseout_single_1,20130.0
cbo_jan_2025,2023,tp_eitc_phaseout_single_1,21560.0
cbo_jan_2025,2024,tp_eitc_phaseout_single_1,22720.0
cbo_jan_2025,2025,tp_eitc_phaseout_single_1,23350.0
cbo_jan_2025,2026,tp_eitc_phaseout_single_1,23840.0
cbo_jan_2025,2027,tp_eitc_phaseout_single_1,24340.0
cbo_jan_2025,2028,tp_eitc_phaseout_single_1,24830.0
cbo_jan_2025,2029,tp_eitc_phaseout_single_1,25320.0
cbo_jan_2025,2030,tp_eitc_phaseout_single_1,25820.0
cbo_jan_2025,2031,tp_eitc_phaseout_single_1,26340.0
cbo_jan_2025,2032,tp_eitc_phaseout_single_1,26860.0
cbo_jan_2025,2033,tp_eitc_phaseout_single_1,27390.0
cbo_jan_2025,2034,tp_eitc_phaseout_single_1,27930.0
cbo_jan_2025,2035,tp_eitc_phaseout_single_1,28490.0
cbo_jan_2025,2022,tp_eitc_phaseout_single_2,20130.0
cbo_jan_2025,2023,tp_eitc_phaseout_single_2,21560.0
cbo_jan_2025,2024,tp_eitc_phaseout_single_2,22720.0
cbo_jan_2025,2025,tp_eitc_phaseout_single_2,23350.0
cbo_jan_2025,2026,tp_eitc_phaseout_single_2,23840.0
cbo_jan_2025,2027,tp_eitc_phaseout_single_2,24340.0
cbo_jan_2025,2028,tp_eitc_phaseout_single_2,24830.0
cbo_jan_2025,2029,tp_eitc_phaseout_single_2,25320.0
cbo_jan_2025,2030,tp_eitc_phaseout_single_2,25820.0
cbo_jan_2025,2031,tp_eitc_phaseout_single_2,26340.0
cbo_jan_2025,2032,tp_eitc_phaseout_single_2,26860.0
cbo_jan_2025,2033,tp_eitc_phaseout_single_2,27390.0
cbo_jan_2025,2034,tp_eitc_phaseout_single_2,27930.0
cbo_jan_2025,2035,tp_eitc_phaseout_single_2,28490.0
cbo_jan_2025,2022,tp_eitc_phaseout_single_3plus,20130.0
cbo_jan_2025,2023,tp_eitc_phaseout_single_3plus,21560.0
cbo_jan_2025,2024,tp_eitc_phaseout_single_3plus,22720.0
cbo_jan_2025,2025,tp_eitc_phaseout_single_3plus,23350.0
cbo_jan_2025,2026,tp_eitc_phaseout_single_3plus,23840.0
cbo_jan_2025,2027,tp_eitc_phaseout_single_3plus,24340.0
cbo_jan_2025,2028,tp_eitc_phaseout_single_3plus,24830.0
cbo_jan_2025,2029,tp_eitc_phaseout_single_3plus,25320.0
cbo_jan_2025,2030,tp_eitc_phaseout_single_3plus,25820.0
cbo_jan_2025,2031,tp_eitc_phaseout_single_3plus,26340.0
cbo_jan_2025,2032,tp_eitc_phaseout_single_3plus,26860.0
cbo_jan_2025,2033,tp_eitc_phaseout_single_3plus,27390.0
cbo_jan_2025,2034,tp_eitc_phaseout_single_3plus,27930.0
cbo_jan_2025,2035,tp_eitc_phaseout_single_3plus,28490.0
cbo_jan_2025,2025,tp_emtr_capital_business,18.5
cbo_jan_2025,2026,tp_emtr_capital_business,21.28
cbo_jan_2025,2027,tp_emtr_capital_business,22.28
cbo_jan_2025,2028,tp_emtr_capital_business,22.36
cbo_jan_2025,2029,tp_emtr_capital_business,22.38
cbo_jan_2025,2030,tp_emtr_capital_business,22.57
cbo_jan_2025,2031,tp_emtr_capital_business,22.71
cbo_jan_2025,2032,tp_emtr_capital_business,22.64
cbo_jan_2025,2033,tp_emtr_capital_business,22.76
cbo_jan_2025,2034,tp_emtr_capital_business,22.73
cbo_jan_2025,2035,tp_emtr_capital_business,22.81
cbo_jan_2025,2025,tp_emtr_capital_business_c_corp,17.17
cbo_jan_2025,2026,tp_emtr_capital_business_c_corp,18.55
cbo_jan_2025,2027,tp_emtr_capital_business_c_corp,19.69
cbo_jan_2025,2028,tp_emtr_capital_business_c_corp,19.79
cbo_jan_2025,2029,tp_emtr_capital_business_c_corp,19.92
cbo_jan_2025,2030,tp_emtr_capital_business_c_corp,20.22
cbo_jan_2025,2031,tp_emtr_capital_business_c_corp,20.35
cbo_jan_2025,2032,tp_emtr_capital_business_c_corp,20.3
cbo_jan_2025,2033,tp_emtr_capital_business_c_corp,20.42
cbo_jan_2025,2034,tp_emtr_capital_business_c_corp,20.36
cbo_jan_2025,2035,tp_emtr_capital_business_c_corp,20.43
cbo_jan_2025,2025,tp_emtr_capital_business_debt,3.96
cbo_jan_2025,2026,tp_emtr_capital_business_debt,4.68
cbo_jan_2025,2027,tp_emtr_capital_business_debt,6.24
cbo_jan_2025,2028,tp_emtr_capital_business_debt,6.62
cbo_jan_2025,2029,tp_emtr_capital_business_debt,6.94
cbo_jan_2025,2030,tp_emtr_capital_business_debt,7.55
cbo_jan_2025,2031,tp_emtr_capital_business_debt,7.8
cbo_jan_2025,2032,tp_emtr_capital_business_debt,7.5
cbo_jan_2025,2033,tp_emtr_capital_business_debt,7.82
cbo_jan_2025,2034,tp_emtr_capital_business_debt,7.48
cbo_jan_2025,2035,tp_emtr_capital_business_debt,7.63
cbo_jan_2025,2025,tp_emtr_capital_business_equipment,12.12
cbo_jan_2025,2026,tp_emtr_capital_business_equipment,15.49
cbo_jan_2025,2027,tp_emtr_capital_business_equipment,18.65
cbo_jan_2025,2028,tp_emtr_capital_business_equipment,18.8
cbo_jan_2025,2029,tp_emtr_capital_business_equipment,18.97
cbo_jan_2025,2030,tp_emtr_capital_business_equipment,19.32
cbo_jan_2025,2031,tp_emtr_capital_business_equipment,19.47
cbo_jan_2025,2032,tp_emtr_capital_business_equipment,19.44
cbo_jan_2025,2033,tp_emtr_capital_business_equipment,19.54
cbo_jan_2025,2034,tp_emtr_capital_business_equipment,19.51
cbo_jan_2025,2035,tp_emtr_capital_business_equipment,19.58
cbo_jan_2025,2025,tp_emtr_capital_business_equity,21.6
cbo_jan_2025,2026,tp_emtr_capital_business_equity,24.64
cbo_jan_2025,2027,tp_emtr_capital_business_equity,25.55
cbo_jan_2025,2028,tp_emtr_capital_business_equity,25.57
cbo_jan_2025,2029,tp_emtr_capital_business_equity,25.55
cbo_jan_2025,2030,tp_emtr_capital_business_equity,25.66
cbo_jan_2025,2031,tp_emtr_capital_business_equity,25.78
cbo_jan_2025,2032,tp_emtr_capital_business_equity,25.75
cbo_jan_2025,2033,tp_emtr_capital_business_equity,25.84
cbo_jan_2025,2034,tp_emtr_capital_business_equity,25.86
cbo_jan_2025,2035,tp_emtr_capital_business_equity,25.92
cbo_jan_2025,2025,tp_emtr_capital_business_incl_land,20.38
cbo_jan_2025,2026,tp_emtr_capital_business_incl_land,23.34
cbo_jan_2025,2027,tp_emtr_capital_business_incl_land,24.12
cbo_jan_2025,2028,tp_emtr_capital_business_incl_land,24.18
cbo_jan_2025,2029,tp_emtr_capital_business_incl_land,24.16
cbo_jan_2025,2030,tp_emtr_capital_business_incl_land,24.3
cbo_jan_2025,2031,tp_emtr_capital_business_incl_land,24.44
cbo_jan_2025,2032,tp_emtr_capital_business_incl_land,24.37
cbo_jan_2025,2033,tp_emtr_capital_business_incl_land,24.49
cbo_jan_2025,2034,tp_emtr_capital_business_incl_land,24.46
cbo_jan_2025,2035,tp_emtr_capital_business_incl_land,24.55
cbo_jan_2025,2025,tp_emtr_capital_business_inventories,29.44
cbo_jan_2025,2026,tp_emtr_capital_business_inventories,32.13
cbo_jan_2025,2027,tp_emtr_capital_business_inventories,32.19
cbo_jan_2025,2028,tp_emtr_capital_business_inventories,32.23
cbo_jan_2025,2029,tp_emtr_capital_business_inventories,32.1
cbo_jan_2025,2030,tp_emtr_capital_business_inventories,32.09
cbo_jan_2025,2031,tp_emtr_capital_business_inventories,32.23
cbo_jan_2025,2032,tp_emtr_capital_business_inventories,32.19
cbo_jan_2025,2033,tp_emtr_capital_business_inventories,32.28
cbo_jan_2025,2034,tp_emtr_capital_business_inventories,32.28
cbo_jan_2025,2035,tp_emtr_capital_business_inventories,32.36
cbo_jan_2025,2025,tp_emtr_capital_business_land,26.73
cbo_jan_2025,2026,tp_emtr_capital_business_land,30.21
cbo_jan_2025,2027,tp_emtr_capital_business_land,30.29
cbo_jan_2025,2028,tp_emtr_capital_business_land,30.33
cbo_jan_2025,2029,tp_emtr_capital_business_land,30.18
cbo_jan_2025,2030,tp_emtr_capital_business_land,30.16
cbo_jan_2025,2031,tp_emtr_capital_business_land,30.31
cbo_jan_2025,2032,tp_emtr_capital_business_land,30.24
cbo_jan_2025,2033,tp_emtr_capital_business_land,30.36
cbo_jan_2025,2034,tp_emtr_capital_business_land,30.35
cbo_jan_2025,2035,tp_emtr_capital_business_land,30.44
cbo_jan_2025,2025,tp_emtr_capital_business_other_ip,22.46
cbo_jan_2025,2026,tp_emtr_capital_business_other_ip,25.33
cbo_jan_2025,2027,tp_emtr_capital_business_other_ip,27.35
cbo_jan_2025,2028,tp_emtr_capital_business_other_ip,27.44
cbo_jan_2025,2029,tp_emtr_capital_business_other_ip,27.5
cbo_jan_2025,2030,tp_emtr_capital_business_other_ip,27.7
cbo_jan_2025,2031,tp_emtr_capital_business_other_ip,27.83
cbo_jan_2025,2032,tp_emtr_capital_business_other_ip,27.81
cbo_jan_2025,2033,tp_emtr_capital_business_other_ip,27.9
cbo_jan_2025,2034,tp_emtr_capital_business_other_ip,27.87
cbo_jan_2025,2035,tp_emtr_capital_business_other_ip,27.93
cbo_jan_2025,2025,tp_emtr_capital_business_passthrough,21.54
cbo_jan_2025,2026,tp_emtr_capital_business_passthrough,27.15
cbo_jan_2025,2027,tp_emtr_capital_business_passthrough,27.89
cbo_jan_2025,2028,tp_emtr_capital_business_passthrough,27.93
cbo_jan_2025,2029,tp_emtr_capital_business_passthrough,27.74
cbo_jan_2025,2030,tp_emtr_capital_business_passthrough,27.69
cbo_jan_2025,2031,tp_emtr_capital_business_passthrough,27.85
cbo_jan_2025,2032,tp_emtr_capital_business_passthrough,27.75
cbo_jan_2025,2033,tp_emtr_capital_business_passthrough,27.88
cbo_jan_2025,2034,tp_emtr_capital_business_passthrough,27.89
cbo_jan_2025,2035,tp_emtr_capital_business_passthrough,27.99
cbo_jan_2025,2025,tp_emtr_capital_business_residential,23.47
cbo_jan_2025,2026,tp_emtr_capital_business_residential,27.26
cbo_jan_2025,2027,tp_emtr_capital_business_residential,27.38
cbo_jan_2025,2028,tp_emtr_capital_business_residential,27.43
cbo_jan_2025,2029,tp_emtr_capital_business_residential,27.26
cbo_jan_2025,2030,tp_emtr_capital_business_residential,27.23
cbo_jan_2025,2031,tp_emtr_capital_business_residential,27.38
cbo_jan_2025,2032,tp_emtr_capital_business_residential,27.29
cbo_jan_2025,2033,tp_emtr_capital_business_residential,27.42
cbo_jan_2025,2034,tp_emtr_capital_business_residential,27.41
cbo_jan_2025,2035,tp_emtr_capital_business_residential,27.5
cbo_jan_2025,2025,tp_emtr_capital_business_structures,20.79
cbo_jan_2025,2026,tp_emtr_capital_business_structures,23.02
cbo_jan_2025,2027,tp_emtr_capital_business_structures,23.69
cbo_jan_2025,2028,tp_emtr_capital_business_structures,23.71
cbo_jan_2025,2029,tp_emtr_capital_business_structures,23.67
cbo_jan_2025,2030,tp_emtr_capital_business_structures,23.78
cbo_jan_2025,2031,tp_emtr_capital_business_structures,23.9
cbo_jan_2025,2032,tp_emtr_capital_business_structures,23.8
cbo_jan_2025,2033,tp_emtr_capital_business_structures,23.95
cbo_jan_2025,2034,tp_emtr_capital_business_structures,23.89
cbo_jan_2025,2035,tp_emtr_capital_business_structures,23.98
cbo_jan_2025,2025,tp_emtr_capital_housing_debt,27.43
cbo_jan_2025,2026,tp_emtr_capital_housing_debt,10.74
cbo_jan_2025,2027,tp_emtr_capital_housing_debt,9.71
cbo_jan_2025,2028,tp_emtr_capital_housing_debt,9.4
cbo_jan_2025,2029,tp_emtr_capital_housing_debt,8.61
cbo_jan_2025,2030,tp_emtr_capital_housing_debt,8.66
cbo_jan_2025,2031,tp_emtr_capital_housing_debt,8.85
cbo_jan_2025,2032,tp_emtr_capital_housing_debt,8.09
cbo_jan_2025,2033,tp_emtr_capital_housing_debt,8.44
cbo_jan_2025,2034,tp_emtr_capital_housing_debt,7.71
cbo_jan_2025,2035,tp_emtr_capital_housing_debt,7.73
cbo_jan_2025,2025,tp_emtr_capital_housing_equity,-0.17
cbo_jan_2025,2026,tp_emtr_capital_housing_equity,-2.34
cbo_jan_2025,2027,tp_emtr_capital_housing_equity,-2.38
cbo_jan_2025,2028,tp_emtr_capital_housing_equity,-2.38
cbo_jan_2025,2029,tp_emtr_capital_housing_equity,-2.38
cbo_jan_2025,2030,tp_emtr_capital_housing_equity,-2.38
cbo_jan_2025,2031,tp_emtr_capital_housing_equity,-2.39
cbo_jan_2025,2032,tp_emtr_capital_housing_equity,-2.39
cbo_jan_2025,2033,tp_emtr_capital_housing_equity,-2.4
cbo_jan_2025,2034,tp_emtr_capital_housing_equity,-2.4
cbo_jan_2025,2035,tp_emtr_capital_housing_equity,-2.41
cbo_jan_2025,2025,tp_emtr_capital_housing_incl_land,8.15
cbo_jan_2025,2026,tp_emtr_capital_housing_incl_land,1.04
cbo_jan_2025,2027,tp_emtr_capital_housing_incl_land,0.72
cbo_jan_2025,2028,tp_emtr_capital_housing_incl_land,0.64
cbo_jan_2025,2029,tp_emtr_capital_housing_incl_land,0.43
cbo_jan_2025,2030,tp_emtr_capital_housing_incl_land,0.43
cbo_jan_2025,2031,tp_emtr_capital_housing_incl_land,0.48
cbo_jan_2025,2032,tp_emtr_capital_housing_incl_land,0.27
cbo_jan_2025,2033,tp_emtr_capital_housing_incl_land,0.36
cbo_jan_2025,2034,tp_emtr_capital_housing_incl_land,0.16
cbo_jan_2025,2035,tp_emtr_capital_housing_incl_land,0.16
cbo_jan_2025,2025,tp_emtr_capital_overall,14.74
cbo_jan_2025,2026,tp_emtr_capital_overall,14.43
cbo_jan_2025,2027,tp_emtr_capital_overall,15.06
cbo_jan_2025,2028,tp_emtr_capital_overall,15.09
cbo_jan_2025,2029,tp_emtr_capital_overall,15.04
cbo_jan_2025,2030,tp_emtr_capital_overall,15.18
cbo_jan_2025,2031,tp_emtr_capital_overall,15.3
cbo_jan_2025,2032,tp_emtr_capital_overall,15.19
cbo_jan_2025,2033,tp_emtr_capital_overall,15.31
cbo_jan_2025,2034,tp_emtr_capital_overall,15.22
cbo_jan_2025,2035,tp_emtr_capital_overall,15.28
cbo_jan_2025,2025,tp_emtr_capital_overall_incl_land,15.01
cbo_jan_2025,2026,tp_emtr_capital_overall_incl_land,14.18
cbo_jan_2025,2027,tp_emtr_capital_overall_incl_land,14.58
cbo_jan_2025,2028,tp_emtr_capital_overall_incl_land,14.59
cbo_jan_2025,2029,tp_emtr_capital_overall_incl_land,14.5
cbo_jan_2025,2030,tp_emtr_capital_overall_incl_land,14.59
cbo_jan_2025,2031,tp_emtr_capital_overall_incl_land,14.71
cbo_jan_2025,2032,tp_emtr_capital_overall_incl_land,14.59
cbo_jan_2025,2033,tp_emtr_capital_overall_incl_land,14.7
cbo_jan_2025,2034,tp_emtr_capital_overall_incl_land,14.61
cbo_jan_2025,2035,tp_emtr_capital_overall_incl_land,14.66
cbo_jan_2025,2025,tp_emtr_labor_combined,27.244
cbo_jan_2025,2026,tp_emtr_labor_combined,29.426
cbo_jan_2025,2027,tp_emtr_labor_combined,29.495
cbo_jan_2025,2028,tp_emtr_labor_combined,29.613
cbo_jan_2025,2029,tp_emtr_labor_combined,29.681
cbo_jan_2025,2030,tp_emtr_labor_combined,29.775
cbo_jan_2025,2031,tp_emtr_labor_combined,29.89
cbo_jan_2025,2032,tp_emtr_labor_combined,29.934
cbo_jan_2025,2033,tp_emtr_labor_combined,29.983
cbo_jan_2025,2034,tp_emtr_labor_combined,30.063
cbo_jan_2025,2035,tp_emtr_labor_combined,30.152
cbo_jan_2025,2025,tp_emtr_labor_iit,18.531
cbo_jan_2025,2026,tp_emtr_labor_iit,20.696
cbo_jan_2025,2027,tp_emtr_labor_iit,20.807
cbo_jan_2025,2028,tp_emtr_labor_iit,20.966
cbo_jan_2025,2029,tp_emtr_labor_iit,21.04
cbo_jan_2025,2030,tp_emtr_labor_iit,21.125
cbo_jan_2025,2031,tp_emtr_labor_iit,21.223
cbo_jan_2025,2032,tp_emtr_labor_iit,21.268
cbo_jan_2025,2033,tp_emtr_labor_iit,21.327
cbo_jan_2025,2034,tp_emtr_labor_iit,21.406
cbo_jan_2025,2035,tp_emtr_labor_iit,21.494
cbo_jan_2025,2025,tp_emtr_labor_payroll,8.713
cbo_jan_2025,2026,tp_emtr_labor_payroll,8.73
cbo_jan_2025,2027,tp_emtr_labor_payroll,8.688
cbo_jan_2025,2028,tp_emtr_labor_payroll,8.647
cbo_jan_2025,2029,tp_emtr_labor_payroll,8.641
cbo_jan_2025,2030,tp_emtr_labor_payroll,8.651
cbo_jan_2025,2031,tp_emtr_labor_payroll,8.667
cbo_jan_2025,2032,tp_emtr_labor_payroll,8.666
cbo_jan_2025,2033,tp_emtr_labor_payroll,8.657
cbo_jan_2025,2034,tp_emtr_labor_payroll,8.657
cbo_jan_2025,2035,tp_emtr_labor_payroll,8.658
cbo_jan_2025,2022,tp_itemized_limit_hoh,0.0
cbo_jan_2025,2023,tp_itemized_limit_hoh,0.0
cbo_jan_2025,2024,tp_itemized_limit_hoh,0.0
cbo_jan_2025,2025,tp_itemized_limit_hoh,0.0
cbo_jan_2025,2026,tp_itemized_limit_hoh,373850.0
cbo_jan_2025,2027,tp_itemized_limit_hoh,381750.0
cbo_jan_2025,2028,tp_itemized_limit_hoh,389500.0
cbo_jan_2025,2029,tp_itemized_limit_hoh,397200.0
cbo_jan_2025,2030,tp_itemized_limit_hoh,405000.0
cbo_jan_2025,2031,tp_itemized_limit_hoh,413050.0
cbo_jan_2025,2032,tp_itemized_limit_hoh,421200.0
cbo_jan_2025,2033,tp_itemized_limit_hoh,429550.0
cbo_jan_2025,2034,tp_itemized_limit_hoh,438100.0
cbo_jan_2025,2035,tp_itemized_limit_hoh,446800.0
cbo_jan_2025,2022,tp_itemized_limit_mfj,0.0
cbo_jan_2025,2023,tp_itemized_limit_mfj,0.0
cbo_jan_2025,2024,tp_itemized_limit_mfj,0.0
cbo_jan_2025,2025,tp_itemized_limit_mfj,0.0
cbo_jan_2025,2026,tp_itemized_limit_mfj,407850.0
cbo_jan_2025,2027,tp_itemized_limit_mfj,416450.0
cbo_jan_2025,2028,tp_itemized_limit_mfj,424900.0
cbo_jan_2025,2029,tp_itemized_limit_mfj,433300.0
cbo_jan_2025,2030,tp_itemized_limit_mfj,441850.0
cbo_jan_2025,2031,tp_itemized_limit_mfj,450600.0
cbo_jan_2025,2032,tp_itemized_limit_mfj,459500.0
cbo_jan_2025,2033,tp_itemized_limit_mfj,468600.0
cbo_jan_2025,2034,tp_itemized_limit_mfj,477900.0
cbo_jan_2025,2035,tp_itemized_limit_mfj,487400.0
cbo_jan_2025,2022,tp_itemized_limit_mfs,0.0
cbo_jan_2025,2023,tp_itemized_limit_mfs,0.0
cbo_jan_2025,2024,tp_itemized_limit_mfs,0.0
cbo_jan_2025,2025,tp_itemized_limit_mfs,0.0
cbo_jan_2025,2026,tp_itemized_limit_mfs,203900.0
cbo_jan_2025,2027,tp_itemized_limit_mfs,208200.0
cbo_jan_2025,2028,tp_itemized_limit_mfs,212450.0
cbo_jan_2025,2029,tp_itemized_limit_mfs,216650.0
cbo_jan_2025,2030,tp_itemized_limit_mfs,220900.0
cbo_jan_2025,2031,tp_itemized_limit_mfs,225300.0
cbo_jan_2025,2032,tp_itemized_limit_mfs,229750.0
cbo_jan_2025,2033,tp_itemized_limit_mfs,234300.0
cbo_jan_2025,2034,tp_itemized_limit_mfs,238950.0
cbo_jan_2025,2035,tp_itemized_limit_mfs,243700.0
cbo_jan_2025,2022,tp_itemized_limit_single,0.0
cbo_jan_2025,2023,tp_itemized_limit_single,0.0
cbo_jan_2025,2024,tp_itemized_limit_single,0.0
cbo_jan_2025,2025,tp_itemized_limit_single,0.0
cbo_jan_2025,2026,tp_itemized_limit_single,339850.0
cbo_jan_2025,2027,tp_itemized_limit_single,347050.0
cbo_jan_2025,2028,tp_itemized_limit_single,354050.0
cbo_jan_2025,2029,tp_itemized_limit_single,361050.0
cbo_jan_2025,2030,tp_itemized_limit_single,368200.0
cbo_jan_2025,2031,tp_itemized_limit_single,375500.0
cbo_jan_2025,2032,tp_itemized_limit_single,382900.0
cbo_jan_2025,2033,tp_itemized_limit_single,390500.0
cbo_jan_2025,2034,tp_itemized_limit_single,398250.0
cbo_jan_2025,2035,tp_itemized_limit_single,406200.0
cbo_jan_2025,2022,tp_n_statutory_rates,7.0
cbo_jan_2025,2023,tp_n_statutory_rates,7.0
cbo_jan_2025,2024,tp_n_statutory_rates,7.0
cbo_jan_2025,2025,tp_n_statutory_rates,7.0
cbo_jan_2025,2026,tp_n_statutory_rates,7.0
cbo_jan_2025,2027,tp_n_statutory_rates,7.0
cbo_jan_2025,2028,tp_n_statutory_rates,7.0
cbo_jan_2025,2029,tp_n_statutory_rates,7.0
cbo_jan_2025,2030,tp_n_statutory_rates,7.0
cbo_jan_2025,2031,tp_n_statutory_rates,7.0
cbo_jan_2025,2032,tp_n_statutory_rates,7.0
cbo_jan_2025,2033,tp_n_statutory_rates,7.0
cbo_jan_2025,2034,tp_n_statutory_rates,7.0
cbo_jan_2025,2035,tp_n_statutory_rates,7.0
cbo_jan_2025,2022,tp_pep_threshold_hoh,0.0
cbo_jan_2025,2023,tp_pep_threshold_hoh,0.0
cbo_jan_2025,2024,tp_pep_threshold_hoh,0.0
cbo_jan_2025,2025,tp_pep_threshold_hoh,0.0
cbo_jan_2025,2026,tp_pep_threshold_hoh,373850.0
cbo_jan_2025,2027,tp_pep_threshold_hoh,381750.0
cbo_jan_2025,2028,tp_pep_threshold_hoh,389500.0
cbo_jan_2025,2029,tp_pep_threshold_hoh,397200.0
cbo_jan_2025,2030,tp_pep_threshold_hoh,405000.0
cbo_jan_2025,2031,tp_pep_threshold_hoh,413050.0
cbo_jan_2025,2032,tp_pep_threshold_hoh,421200.0
cbo_jan_2025,2033,tp_pep_threshold_hoh,429550.0
cbo_jan_2025,2034,tp_pep_threshold_hoh,438100.0
cbo_jan_2025,2035,tp_pep_threshold_hoh,446800.0
cbo_jan_2025,2022,tp_pep_threshold_mfj,0.0
cbo_jan_2025,2023,tp_pep_threshold_mfj,0.0
cbo_jan_2025,2024,tp_pep_threshold_mfj,0.0
cbo_jan_2025,2025,tp_pep_threshold_mfj,0.0
cbo_jan_2025,2026,tp_pep_threshold_mfj,407850.0
cbo_jan_2025,2027,tp_pep_threshold_mfj,416450.0
cbo_jan_2025,2028,tp_pep_threshold_mfj,424900.0
cbo_jan_2025,2029,tp_pep_threshold_mfj,433300.0
cbo_jan_2025,2030,tp_pep_threshold_mfj,441850.0
cbo_jan_2025,2031,tp_pep_threshold_mfj,450600.0
cbo_jan_2025,2032,tp_pep_threshold_mfj,459500.0
cbo_jan_2025,2033,tp_pep_threshold_mfj,468600.0
cbo_jan_2025,2034,tp_pep_threshold_mfj,477900.0
cbo_jan_2025,2035,tp_pep_threshold_mfj,487400.0
cbo_jan_2025,2022,tp_pep_threshold_mfs,0.0
cbo_jan_2025,2023,tp_pep_threshold_mfs,0.0
cbo_jan_2025,2024,tp_pep_threshold_mfs,0.0
cbo_jan_2025,2025,tp_pep_threshold_mfs,0.0
cbo_jan_2025,2026,tp_pep_threshold_mfs,203900.0
cbo_jan_2025,2027,tp_pep_threshold_mfs,208200.0
cbo_jan_2025,2028,tp_pep_threshold_mfs,212450.0
cbo_jan_2025,2029,tp_pep_threshold_mfs,216650.0
cbo_jan_2025,2030,tp_pep_threshold_mfs,220900.0
cbo_jan_2025,2031,tp_pep_threshold_mfs,225300.0
cbo_jan_2025,2032,tp_pep_threshold_mfs,229750.0
cbo_jan_2025,2033,tp_pep_threshold_mfs,234300.0
cbo_jan_2025,2034,tp_pep_threshold_mfs,238950.0
cbo_jan_2025,2035,tp_pep_threshold_mfs,243700.0
cbo_jan_2025,2022,tp_pep_threshold_single,0.0
cbo_jan_2025,2023,tp_pep_threshold_single,0.0
cbo_jan_2025,2024,tp_pep_threshold_single,0.0
cbo_jan_2025,2025,tp_pep_threshold_single,0.0
cbo_jan_2025,2026,tp_pep_threshold_single,339850.0
cbo_jan_2025,2027,tp_pep_threshold_single,347050.0
cbo_jan_2025,2028,tp_pep_threshold_single,354050.0
cbo_jan_2025,2029,tp_pep_threshold_single,361050.0
cbo_jan_2025,2030,tp_pep_threshold_single,368200.0
cbo_jan_2025,2031,tp_pep_threshold_single,375500.0
cbo_jan_2025,2032,tp_pep_threshold_single,382900.0
cbo_jan_2025,2033,tp_pep_threshold_single,390500.0
cbo_jan_2025,2034,tp_pep_threshold_single,398250.0
cbo_jan_2025,2035,tp_pep_threshold_single,406200.0
cbo_jan_2025,2022,tp_personal_exemption,0.0
cbo_jan_2025,2023,tp_personal_exemption,0.0
cbo_jan_2025,2024,tp_personal_exemption,0.0
cbo_jan_2025,2025,tp_personal_exemption,0.0
cbo_jan_2025,2026,tp_personal_exemption,5300.0
cbo_jan_2025,2027,tp_personal_exemption,5400.0
cbo_jan_2025,2028,tp_personal_exemption,5500.0
cbo_jan_2025,2029,tp_personal_exemption,5650.0
cbo_jan_2025,2030,tp_personal_exemption,5750.0
cbo_jan_2025,2031,tp_personal_exemption,5850.0
cbo_jan_2025,2032,tp_personal_exemption,5950.0
cbo_jan_2025,2033,tp_personal_exemption,6100.0
cbo_jan_2025,2034,tp_personal_exemption,6200.0
cbo_jan_2025,2035,tp_personal_exemption,6350.0
cbo_jan_2025,2022,tp_rate_1,10.0
cbo_jan_2025,2023,tp_rate_1,10.0
cbo_jan_2025,2024,tp_rate_1,10.0
cbo_jan_2025,2025,tp_rate_1,10.0
cbo_jan_2025,2026,tp_rate_1,10.0
cbo_jan_2025,2027,tp_rate_1,10.0
cbo_jan_2025,2028,tp_rate_1,10.0
cbo_jan_2025,2029,tp_rate_1,10.0
cbo_jan_2025,2030,tp_rate_1,10.0
cbo_jan_2025,2031,tp_rate_1,10.0
cbo_jan_2025,2032,tp_rate_1,10.0
cbo_jan_2025,2033,tp_rate_1,10.0
cbo_jan_2025,2034,tp_rate_1,10.0
cbo_jan_2025,2035,tp_rate_1,10.0
cbo_jan_2025,2022,tp_rate_2,12.0
cbo_jan_2025,2023,tp_rate_2,12.0
